camis,foursquare_fsq_id,google_place_id
40384458,4c5c4bb16ebe2d7f52a7cf2e,ChIJHSL4v7lfwokRvgLCQt_ZpYE
40384528,3fd66200f964a520b8ea1ee3,ChIJlxDiXJxZwokRp4HHbeYqXXU
40384575,4b770e13f964a5209f782ee3,ChIJA8A_iP1cwokRG3EJBucrurQ
40384662,4bd8da12e914a59300db54fa,ChIJ5WkK05VEwokRex7KpyeEbYU
40384671,3fd66200f964a5208de91ee3,ChIJ1x3vjFJYwokRl8Bs_D0gYlA
40384920,4bcba503fb84c9b6ac551f3e,ChIJDw8NW29fwokR8ScUOttjQkc
40385057,4a9892a0f964a520be2c20e3,ChIJg3VB61hFwokR7YsFSzQd--o
40385157,40cf8d80f964a5202f011fe3,ChIJnyFa051ZwokRv7V1iRyOZss
40385161,3fd66200f964a520e6e61ee3,ChIJm3QDH-tZwokRPSaMw09Zxv4
40385580,4aaadef2f964a520c95720e3,ChIJBQop4lNYwokR5TMewzzDyrs
40385584,4bd3afcd462cb713701fdf07,ChIJD336WS1gwokR-59wtTy8JwQ
